No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,FICO_Band,Utilization_Band,DTI_Band,LoanAmount_Band,Asset_Band,FICO_Imputed,Predicted_ChargeOff_Prob,Predicted_ChargeOff_Label
0,23,0,0,1,0,0,1,0,1,1,0,1,1,1909,0,1.0,0,271.0,0.0,51835,0,1,2711.0,0,,515.0,0.005228127712935275,Poor,Very Low (<10%),Target (<36%),Low (1K-5K),1501-2000,515,0.060584504,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2518,2,0.0,0,161.0,0.4641826696818159,39401,0,0,0.0,0,,601.0,0.004086190705819649,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,601,0.0028595726,0
0,18,0,0,1,0,0,0,0,1,0,1,1,0,2543,3,0.0,1,1048.0,0.0645780210465804,39902,1,0,0.0,0,,575.0,0.02626434765174678,Poor,Very Low (<10%),Target (<36%),No Debt,>2500,575,0.1515325,0
1,19,0,0,1,0,0,1,0,1,0,0,0,0,860,2,0.0,0,73.60000000000001,0.2337093612596615,28836,1,0,0.0,0,,,0.0025523650991815788,,Low (10-30%),Target (<36%),No Debt,501-1000,999,0.8062156,1
0,25,0,0,1,0,0,1,0,1,0,0,0,0,444,3,1.0,0,655.0,0.4505348385043789,33700,0,0,0.0,1,,536.0,0.01943620178041543,Poor,Moderate (30-60%),Target (<36%),No Debt,<500,536,0.68787926,0
1,25,0,0,1,0,0,1,0,1,1,1,0,1,1794,2,2.0,0,205.0,0.15082873377153,22991,0,0,0.0,1,,,0.00891653255621765,,Low (10-30%),Target (<36%),No Debt,1501-2000,999,0.9929127,1
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2757,1,1.0,0,231.0,0.3785651522618021,45461,0,0,0.0,0,,627.0,0.005081278458458899,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,627,0.00028665696,0
0,21,0,0,0,0,0,1,0,0,0,0,0,0,1678,3,3.0,0,280.0,0.2990414404343671,23267,0,1,16169.3,0,,576.0,0.012034211544247216,Poor,Low (10-30%),Target (<36%),Very High (>15K),1501-2000,576,0.004041573,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,2520,3,2.0,0,130.0,0.158988294534546,37348,0,0,0.0,0,,523.0,0.0034807754096604906,Poor,Low (10-30%),Target (<36%),No Debt,>2500,523,0.00315037,0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,1178,3,1.0,1,496.0,0.2838763759161071,31070,0,1,12085.5,0,,534.0,0.015963952365626005,Poor,Low (10-30%),Target (<36%),High (10K-15K),1001-1500,534,0.00019294476,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2989,1,1.0,0,201.0,0.2255293675496186,45077,0,0,0.0,0,,669.0,0.0044590367593229365,Fair,Low (10-30%),Target (<36%),No Debt,>2500,669,1.6349553e-05,0
0,25,0,0,0,0,0,0,0,1,0,0,1,0,174,3,2.0,0,846.0,0.1720088487469862,47811,0,0,0.0,0,,523.0,0.017694672774047814,Poor,Low (10-30%),Target (<36%),No Debt,<500,523,0.046044942,0
0,19,0,0,1,0,0,0,0,1,1,0,1,0,277,2,1.0,0,9.6,0.3106400399654703,19619,0,0,0.0,0,,594.0,0.0004893215760232428,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,594,0.021675617,0
0,21,0,0,1,0,0,0,0,1,0,1,0,0,2705,1,0.0,0,759.2,0.2261633947101994,32684,1,1,2468.9,0,,614.0,0.023228491004772978,Fair,Low (10-30%),Target (<36%),Low (1K-5K),>2500,614,0.048930414,0
0,21,0,0,1,0,0,0,0,0,0,1,0,0,2371,2,2.0,0,275.2,0.0123894581365973,46965,0,0,0.0,0,,507.0,0.005859682742467795,Poor,Very Low (<10%),Target (<36%),No Debt,2001-2500,507,0.90793836,1
0,25,0,0,0,0,0,1,0,0,1,0,1,0,794,3,3.0,0,271.0,0.0211695021116348,42588,0,0,0.0,0,,569.0,0.006363294824833286,Poor,Very Low (<10%),Target (<36%),No Debt,501-1000,569,0.00027346163,0
0,19,0,0,0,0,0,1,0,0,0,0,0,0,589,2,0.0,0,74.4,0.1001664746966196,18051,1,1,7067.2,0,,671.0,0.004121655309955128,Good,Low (10-30%),Target (<36%),Moderate (5K-10K),501-1000,671,9.975294e-05,0
0,21,0,0,0,0,0,1,0,0,1,0,1,0,739,3,2.0,0,449.6,0.1344678134118681,36167,1,1,13195.7,0,,531.0,0.012431221832056848,Poor,Low (10-30%),Target (<36%),High (10K-15K),501-1000,531,0.00035629387,0
0,19,0,0,0,0,0,0,1,0,0,0,0,0,1766,0,0.0,0,3.2,0.0956149597721353,30989,0,1,15873.9,0,,677.0,0.00010326244796540708,Good,Very Low (<10%),Target (<36%),Very High (>15K),1501-2000,677,2.1478043e-05,0
0,21,0,0,0,0,0,0,0,1,0,0,1,1,2826,0,1.0,0,565.6,0.0954544793866025,48445,1,0,0.0,0,,607.0,0.011675095469088658,Fair,Very Low (<10%),Target (<36%),No Debt,>2500,607,0.02473868,0
0,21,0,0,0,0,0,0,1,0,0,0,1,0,2237,2,2.0,0,294.40000000000003,0.1645317188421146,24770,0,0,0.0,0,,590.0,0.011885345175615665,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,590,0.00015360588,0
0,22,0,0,1,0,0,0,0,1,0,1,0,0,1989,1,0.0,0,844.0,0.0581661073412561,41358,0,1,17907.0,1,,560.0,0.02040717636249335,Poor,Very Low (<10%),Target (<36%),Very High (>15K),1501-2000,560,0.02403679,0
0,18,0,0,1,0,0,0,0,0,0,1,1,1,322,2,1.0,0,543.2,0.0013211694017011,26282,0,1,16583.7,0,,578.0,0.020668137889049542,Poor,Very Low (<10%),Target (<36%),Very High (>15K),<500,578,0.02200531,0
0,21,0,0,0,0,0,1,1,1,0,0,0,0,2788,1,1.0,0,620.8000000000001,0.3906262943793263,50990,0,0,0.0,0,,661.0,0.012174936262012161,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,661,0.030830234,0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,869,3,2.0,0,253.0,0.0271083517026329,31344,1,0,0.0,0,,573.0,0.008071720265441552,Poor,Very Low (<10%),Target (<36%),No Debt,501-1000,573,0.00038835348,0
1,20,0,0,0,0,0,1,1,0,1,0,0,0,2809,2,2.0,0,280.0,0.38239938438644,22852,0,1,2787.4,0,,,0.012252756870295816,,Moderate (30-60%),Target (<36%),Low (1K-5K),>2500,999,5.547094e-05,0
0,23,0,0,0,0,0,0,1,0,0,0,0,0,1401,0,1.0,0,8.0,0.4252484839386979,44998,0,0,0.0,0,,543.0,0.00017778567936352726,Poor,Moderate (30-60%),Target (<36%),No Debt,1001-1500,543,0.0002065278,0
0,24,0,0,1,0,0,1,1,1,0,1,0,0,1770,0,0.0,1,1591.0,0.4478851976998612,45553,0,0,0.0,0,,531.0,0.03492634952692468,Poor,Moderate (30-60%),Target (<36%),No Debt,1501-2000,531,0.02985891,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2981,1,0.0,0,195.2,0.0233518404146613,18345,0,1,7954.099999999999,0,,,0.010640501499046062,,Very Low (<10%),Target (<36%),Moderate (5K-10K),>2500,999,0.00025674194,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2323,2,0.0,0,636.0,0.4137935447340333,36114,1,1,11516.4,0,,,0.01761089882040206,,Moderate (30-60%),Target (<36%),High (10K-15K),2001-2500,999,0.00032122363,0
1,18,0,0,0,0,0,1,1,0,0,0,0,1,2417,0,2.0,1,1392.8000000000002,0.0732418756282614,49513,1,0,0.0,0,,,0.028129986064265953,,Very Low (<10%),Target (<36%),No Debt,2001-2500,999,0.00053899287,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2059,3,1.0,0,593.0,0.5123388308866785,47059,1,1,4986.0,0,,621.0,0.012601202745489705,Fair,Moderate (30-60%),Target (<36%),Low (1K-5K),2001-2500,621,8.895776e-05,0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,74,1,0.0,1,725.6,0.2630201084869075,26211,0,0,0.0,0,,,0.027683033840753882,,Low (10-30%),Target (<36%),No Debt,<500,999,0.0012890465,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1928,2,0.0,0,60.0,0.0406267884830002,28273,0,1,13366.0,0,,645.0,0.002122166024121954,Fair,Very Low (<10%),Target (<36%),High (10K-15K),1501-2000,645,4.838263e-05,0
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1289,2,1.0,0,534.4,0.211341260871264,31472,0,1,15096.2,0,,,0.016980172852058974,,Low (10-30%),Target (<36%),Very High (>15K),1001-1500,999,0.00016961798,0
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1321,2,2.0,0,504.0,0.1903904321459522,47858,0,0,0.0,0,,525.0,0.010531154665886581,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,525,0.000111861526,0
0,22,0,0,1,0,0,0,0,1,1,1,0,1,98,2,2.0,0,868.0,0.3707073926999926,47590,0,0,0.0,0,,524.0,0.018239125866778734,Poor,Moderate (30-60%),Target (<36%),No Debt,<500,524,0.044717275,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,1.0,0,997.0,0.1636973060289174,51983,1,0,0.0,0,,597.0,0.01917934709424235,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,597,0.0002505711,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,296,3,0.0,1,1332.0,0.4101214615102883,47655,0,1,3718.4,0,,,0.027950897072710104,,Moderate (30-60%),Target (<36%),Low (1K-5K),<500,999,0.0001945145,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2440,3,1.0,0,438.0,0.4083013520308698,49564,0,1,13815.0,0,,672.0,0.008837059155838916,Good,Moderate (30-60%),Target (<36%),High (10K-15K),2001-2500,672,3.1192452e-05,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,872,3,1.0,1,285.0,0.3109469979608552,30016,0,1,13965.0,0,,629.0,0.009494936034115138,Fair,Moderate (30-60%),Target (<36%),High (10K-15K),501-1000,629,0.003918239,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1147,3,2.0,0,118.4,0.2399521097399728,28301,0,0,0.0,0,,620.0,0.004183597752729586,Fair,Low (10-30%),Target (<36%),No Debt,1001-1500,620,0.00044664502,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,369,3,2.0,0,571.2,0.203250966268264,25346,0,1,13657.7,0,,634.0,0.0225361003708672,Fair,Low (10-30%),Target (<36%),High (10K-15K),<500,634,0.00033550765,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1722,2,0.0,0,980.0,0.2832597901935284,54746,1,0,0.0,0,,628.0,0.017900851203740912,Fair,Low (10-30%),Target (<36%),No Debt,1501-2000,628,0.00044890895,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,307,1,0.0,0,200.0,0.3681319024220258,50347,0,0,0.0,0,,,0.003972431326593442,,Moderate (30-60%),Target (<36%),No Debt,<500,999,0.00033597412,0
1,18,0,0,0,0,0,0,0,0,0,0,0,1,906,1,1.0,0,424.8,0.3459359258617253,43130,0,0,0.0,0,,,0.009849292835613262,,Moderate (30-60%),Target (<36%),No Debt,501-1000,999,0.00015173484,0
1,19,0,0,0,0,0,1,1,0,0,0,1,1,1443,0,0.0,1,983.2,0.3403588175213803,47227,1,1,2943.5,0,,,0.020818599529929913,,Moderate (30-60%),Target (<36%),Low (1K-5K),1001-1500,999,3.622212e-05,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2421,0,2.0,0,255.2,0.2473454107569683,45161,0,0,0.0,0,,,0.00565089347002945,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,6.496272e-05,0
0,25,0,0,0,0,0,1,1,0,1,0,1,0,2081,1,0.0,0,729.0,0.1336019859530273,26985,0,0,0.0,0,,613.0,0.027015008337965538,Fair,Low (10-30%),Target (<36%),No Debt,2001-2500,613,0.00342199,0
0,23,0,0,1,0,0,0,0,0,0,1,0,0,2079,3,1.0,1,414.0,0.2514583167660984,37092,0,1,12501.0,1,,535.0,0.011161436428340343,Poor,Low (10-30%),Target (<36%),High (10K-15K),2001-2500,535,0.995006,1
0,19,0,0,0,0,0,1,0,0,1,0,0,0,2964,1,1.0,0,621.6,0.4678582929894795,28223,0,0,0.0,0,,618.0,0.022024589873507423,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,618,0.00018282345,0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1715,0,0.0,0,249.6,0.0,40878,0,1,17208.8,0,,595.0,0.006105973873477176,Fair,Very Low (<10%),Target (<36%),Very High (>15K),1501-2000,595,8.6720494e-05,0
1,22,0,0,0,0,0,0,0,1,1,1,1,0,1731,0,0.0,0,181.0,0.2065645249999357,25796,1,1,3255.0,1,,,0.007016591719646457,,Low (10-30%),Target (<36%),Low (1K-5K),1501-2000,999,0.9965726,1
1,22,0,0,1,0,0,0,0,1,1,1,0,0,2571,3,2.0,0,521.0,0.2306575829913675,23309,0,1,14135.0,0,,,0.022351881247586768,,Low (10-30%),Target (<36%),High (10K-15K),>2500,999,0.005825002,0
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1670,1,1.0,1,1584.0,0.0291633787963553,25387,1,0,0.0,0,,665.0,0.062394138732422104,Fair,Very Low (<10%),Target (<36%),No Debt,1501-2000,665,0.00014095592,0
0,25,0,0,1,0,0,0,1,1,0,1,0,0,1283,2,0.0,0,782.0,0.0373856306927709,45886,0,0,0.0,0,,580.0,0.01704223510438914,Fair,Very Low (<10%),Target (<36%),No Debt,1001-1500,580,0.029043272,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,1.0,0,709.6,0.0724755902971793,41149,0,0,0.0,0,,615.0,0.017244647500546793,Fair,Very Low (<10%),Target (<36%),No Debt,1001-1500,615,0.00014785636,0
0,23,0,0,0,0,0,0,0,1,0,1,0,0,1038,0,0.0,1,485.0,0.1626664356089271,36344,0,0,0.0,1,,678.0,0.01334470614131631,Good,Low (10-30%),Target (<36%),No Debt,1001-1500,678,0.9997801,1
1,18,0,0,0,0,0,0,0,1,0,0,0,1,2533,1,0.0,0,700.8000000000001,0.30907897693981,52764,1,0,0.0,1,,,0.013281783033886743,,Moderate (30-60%),Target (<36%),No Debt,>2500,999,0.98284507,1
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2126,2,0.0,0,468.0,0.4979309185057753,54862,0,0,0.0,0,,640.0,0.008530494695782145,Fair,Moderate (30-60%),Target (<36%),No Debt,2001-2500,640,0.0003693357,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,196,2,1.0,0,50.0,0.0923194797633335,35527,0,0,0.0,0,,675.0,0.0014073803023052888,Good,Very Low (<10%),Target (<36%),No Debt,<500,675,0.0003310406,0
1,24,0,0,1,0,0,0,0,1,0,1,0,1,581,2,2.0,0,32.0,0.6725174030022786,27453,0,0,0.0,0,,,0.0011656285287582413,,High (60-100%),Target (<36%),No Debt,501-1000,999,0.02839069,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1199,0,1.0,0,146.4,0.201303387310972,33205,0,1,11396.7,0,,,0.004408974552025297,,Low (10-30%),Target (<36%),High (10K-15K),1001-1500,999,0.00038313525,0
0,20,0,0,0,0,0,1,0,0,0,0,0,0,2418,3,0.0,0,462.4,0.1235091282230873,34847,0,1,5868.799999999999,0,,659.0,0.013269434958533015,Fair,Low (10-30%),Target (<36%),Moderate (5K-10K),2001-2500,659,0.0014356409,0
0,22,0,0,1,0,0,0,1,1,0,0,0,0,2213,2,0.0,0,758.0,0.2880011027897575,33588,1,1,11970.0,1,,505.0,0.02256758366083125,Poor,Low (10-30%),Target (<36%),High (10K-15K),2001-2500,505,0.9796047,1
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2356,0,2.0,0,130.4,0.0816490622628637,44983,0,0,0.0,0,,,0.0028988729075428497,,Very Low (<10%),Target (<36%),No Debt,2001-2500,999,0.010456063,0
0,24,0,0,0,0,0,0,0,0,0,0,1,1,2025,3,0.0,0,225.0,0.4424447738670138,54274,0,1,8645.0,0,,532.0,0.0041456314257287095,Poor,Moderate (30-60%),Target (<36%),Moderate (5K-10K),2001-2500,532,0.0019606908,0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1755,2,0.0,0,659.2,0.0,19093,0,1,15056.999999999998,0,,550.0,0.03452574241868748,Poor,Very Low (<10%),Target (<36%),Very High (>15K),1501-2000,550,0.0015863715,0
1,20,0,0,0,0,0,0,0,0,0,0,1,0,2482,2,2.0,0,378.4,0.2178944241026066,23289,0,1,8521.8,0,,,0.016248014083902272,,Low (10-30%),Target (<36%),Moderate (5K-10K),2001-2500,999,6.540735e-05,0
0,20,0,0,1,0,0,0,1,1,0,0,1,1,692,0,2.0,0,190.4,0.2261396824647845,54276,0,1,12066.6,0,,636.0,0.003507996167735279,Fair,Low (10-30%),Target (<36%),High (10K-15K),501-1000,636,0.07137571,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,2.0,0,706.4000000000001,0.274292990244777,47516,0,0,0.0,0,,,0.01486657126020709,,Low (10-30%),Target (<36%),No Debt,1001-1500,999,0.00024187581,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2843,2,2.0,0,958.0,0.1118087543016498,26651,0,1,14817.0,0,,567.0,0.03594611834452741,Poor,Low (10-30%),Target (<36%),High (10K-15K),>2500,567,0.00018201604,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,0.0,1,1571.2,0.0,28638,1,1,8856.4,0,,,0.05486416649207347,,Very Low (<10%),Target (<36%),Moderate (5K-10K),>2500,999,0.0010424004,0
1,19,0,0,0,0,0,0,0,0,0,0,1,0,135,3,1.0,0,63.2,0.5478438279792313,28748,0,1,12527.2,0,,,0.0021984138026993182,,Moderate (30-60%),Target (<36%),High (10K-15K),<500,999,0.00013705896,0
0,18,0,0,1,0,0,0,0,1,0,1,1,0,2998,3,1.0,0,578.4,0.317436130044528,53306,0,0,0.0,1,279.46736025588945,509.0,0.01085056091246764,Poor,Moderate (30-60%),Target (<36%),No Debt,>2500,509,0.9574075,1
0,20,0,0,1,0,0,0,0,1,1,0,0,1,917,2,0.0,0,144.8,0.0804376005786579,51640,0,1,5268.2,0,,655.0,0.002804027885360186,Fair,Very Low (<10%),Target (<36%),Moderate (5K-10K),501-1000,655,0.06422354,0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,940,3,0.0,0,631.0,0.288720479940354,50225,0,0,0.0,0,,617.0,0.012563464410154306,Fair,Low (10-30%),Target (<36%),No Debt,501-1000,617,0.0014443011,0
1,22,0,0,0,0,0,0,0,1,0,0,0,0,1536,2,2.0,0,342.0,0.0936878966046772,43618,0,0,0.0,0,,,0.007840799669861067,,Very Low (<10%),Target (<36%),No Debt,1501-2000,999,0.0049014227,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2.0,0,927.0,0.4136236858284242,23160,0,0,0.0,0,,506.0,0.04002590673575129,Poor,Moderate (30-60%),Target (<36%),No Debt,<500,506,0.0022250388,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1285,1,0.0,0,643.0,0.0,21122,0,0,0.0,0,,553.0,0.030442192974150174,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,553,0.08049799,0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,1802,3,2.0,0,464.8,0.3293082191649024,41484,0,1,13654.2,0,,567.0,0.01120431973773021,Poor,Moderate (30-60%),Target (<36%),High (10K-15K),1501-2000,567,0.0005793546,0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,548,2,0.0,1,571.2,0.1006512850333256,33171,0,0,0.0,0,,,0.01721986072171475,,Low (10-30%),Target (<36%),No Debt,501-1000,999,0.0010184107,0
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2360,2,2.0,1,529.0,0.4571956348561619,51818,0,0,0.0,0,,578.0,0.010208807750202633,Poor,Moderate (30-60%),Target (<36%),No Debt,2001-2500,578,0.0009859073,0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2635,1,1.0,0,287.0,0.0542075703778098,31773,0,0,0.0,0,,654.0,0.009032826613791584,Fair,Very Low (<10%),Target (<36%),No Debt,>2500,654,0.00031783132,0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,514,2,2.0,0,492.0,0.1873153249404978,27827,0,0,0.0,0,,,0.01768066985302045,,Low (10-30%),Target (<36%),No Debt,501-1000,999,0.00020404861,0
0,23,0,0,1,0,0,1,1,1,0,0,0,0,2795,0,0.0,0,930.0,0.3578526689023495,52939,0,0,0.0,1,,599.0,0.017567388881542908,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,599,0.9320603,1
1,20,0,0,0,0,0,1,0,0,1,0,0,1,651,2,2.0,1,128.0,0.1208924969480175,19066,0,0,0.0,0,,,0.006713521451799014,,Low (10-30%),Target (<36%),No Debt,501-1000,999,8.2281025e-05,0
0,22,0,0,0,0,0,0,1,0,0,0,1,0,280,1,1.0,0,334.0,0.2577233187101844,43169,1,1,5897.0,0,,530.0,0.00773703351942366,Poor,Low (10-30%),Target (<36%),Moderate (5K-10K),<500,530,0.00025704736,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1070,3,2.0,0,867.0,0.3414881178634028,45007,0,0,0.0,0,,551.0,0.01926367009576288,Poor,Moderate (30-60%),Target (<36%),No Debt,1001-1500,551,4.3484306e-05,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2952,0,1.0,0,705.0,0.3557122713167138,35759,0,1,20774.0,0,,595.0,0.019715316423837354,Fair,Moderate (30-60%),Target (<36%),Very High (>15K),>2500,595,8.0913065e-05,0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,1419,3,1.0,0,885.0,0.6372095274566385,20261,1,1,16508.0,0,,510.0,0.04367997630916539,Poor,High (60-100%),Target (<36%),Very High (>15K),1001-1500,510,0.002429023,0
0,22,0,0,0,0,0,0,1,0,0,0,1,0,1395,0,1.0,0,875.0,0.1012075821637943,41398,0,0,0.0,0,,530.0,0.021136286777138993,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,530,8.933415e-06,0
0,19,0,0,0,0,0,1,1,0,0,0,0,0,1248,1,2.0,0,460.8,0.6454815008389834,50996,1,0,0.0,0,,503.0,0.009036002823750883,Poor,High (60-100%),Target (<36%),No Debt,1001-1500,503,0.0023427054,0
0,20,0,0,0,0,0,0,1,0,1,0,0,0,947,3,2.0,0,47.2,0.6042463430754729,48740,0,0,0.0,0,,593.0,0.0009684037751333608,Fair,High (60-100%),Target (<36%),No Debt,501-1000,593,0.00086980907,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1667,3,1.0,0,705.6,0.3598984485935238,36440,0,0,0.0,0,,,0.019363336992316137,,Moderate (30-60%),Target (<36%),No Debt,1501-2000,999,0.00011817033,0
0,22,0,0,1,0,0,1,0,1,0,1,0,1,1187,2,1.0,0,398.0,0.1929951999296308,44741,0,1,19620.0,1,,614.0,0.008895643816633513,Fair,Low (10-30%),Target (<36%),Very High (>15K),1001-1500,614,0.99886036,1
1,23,0,0,0,0,0,0,0,0,1,0,1,0,837,0,2.0,0,553.0,0.1240002268443102,22516,0,1,11310.0,0,,,0.024560312666548234,,Low (10-30%),Target (<36%),High (10K-15K),501-1000,999,0.0008028743,0
1,18,0,0,1,0,0,0,1,1,0,1,0,0,2049,1,2.0,0,155.20000000000002,0.2925345982725549,41164,0,0,0.0,1,,,0.0037702847147993396,,Low (10-30%),Target (<36%),No Debt,2001-2500,999,0.98876905,1
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2148,1,1.0,0,520.0,0.3952485116916938,37733,0,0,0.0,0,,,0.013781040468555376,,Moderate (30-60%),Target (<36%),No Debt,2001-2500,999,8.697598e-05,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1539,1,1.0,0,87.2,0.2977192770122037,18650,0,1,12818.4,0,,,0.004675603217158177,,Low (10-30%),Target (<36%),High (10K-15K),1501-2000,999,0.0002839261,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,1199,0,2.0,0,178.0,0.278555181977197,32263,0,0,0.0,0,,519.0,0.005517155875151102,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,519,0.0012040243,0
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1497,3,3.0,0,32.800000000000004,0.0,20048,1,0,0.0,0,,539.0,0.0016360734237829211,Poor,Very Low (<10%),Target (<36%),No Debt,1001-1500,539,0.00041219627,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0.0,0,701.0,0.1,19733,0,0,0.0,0,,541.0,0.035524248720417574,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,541,0.0010724881,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,731,0,1.0,0,310.0,0.2919182363000062,26099,0,0,0.0,0,,571.0,0.011877849726043143,Poor,Low (10-30%),Target (<36%),No Debt,501-1000,571,0.00254875,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,437,3,0.0,0,336.8,0.3562467127670772,28797,0,0,0.0,0,,657.0,0.011695662742646804,Fair,Moderate (30-60%),Target (<36%),No Debt,<500,657,0.00024721143,0
0,24,0,0,0,0,0,1,0,0,1,0,0,1,2370,1,0.0,0,920.0,0.4296830390494611,42357,0,0,0.0,0,,524.0,0.021720140708737633,Poor,Moderate (30-60%),Target (<36%),No Debt,2001-2500,524,0.00026124535,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,2996,3,2.0,0,909.0,0.4859380001983799,31640,0,0,0.0,0,,591.0,0.02872945638432364,Fair,Moderate (30-60%),Target (<36%),No Debt,>2500,591,0.000262908,0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,2019,2,0.0,0,602.0,0.4688131646408344,29954,0,0,0.0,0,,548.0,0.020097482806970688,Poor,Moderate (30-60%),Target (<36%),No Debt,2001-2500,548,0.00015047812,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,939,2,1.0,1,701.6,0.1924467614318492,27504,0,1,16216.9,0,,559.0,0.025509016870273415,Poor,Low (10-30%),Target (<36%),Very High (>15K),501-1000,559,0.0013323817,0
1,19,0,0,0,0,0,1,1,0,1,0,0,0,1799,1,2.0,0,172.0,0.3370312108026359,23659,1,0,0.0,0,,,0.00726996069149161,,Moderate (30-60%),Target (<36%),No Debt,1501-2000,999,0.0007810858,0
0,23,0,0,0,0,0,0,1,0,0,0,0,1,1053,3,2.0,0,59.0,0.272477978522362,28721,0,0,0.0,0,,539.0,0.0020542460220744404,Poor,Low (10-30%),Target (<36%),No Debt,1001-1500,539,0.00034942376,0
0,23,0,0,0,0,0,0,0,1,0,1,0,1,607,1,1.0,0,23.0,0.177727636077477,20382,0,0,0.0,1,,550.0,0.0011284466686291826,Poor,Low (10-30%),Target (<36%),No Debt,501-1000,550,0.9847215,1
1,20,0,0,0,0,0,0,0,1,1,0,0,0,1033,2,2.0,0,239.2,0.4660081995707098,48707,0,0,0.0,1,,,0.004910998419118402,,Moderate (30-60%),Target (<36%),No Debt,1001-1500,999,0.9859292,1
0,20,0,0,0,0,0,1,1,0,0,0,0,0,1859,1,2.0,0,455.2000000000001,0.1683732679228419,41260,0,0,0.0,0,,575.0,0.011032476975278723,Poor,Low (10-30%),Target (<36%),No Debt,1501-2000,575,0.0013013689,0
